Category,Message
0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
1,want new nokia 3510i colour phone deliveredtomorrow? 300 free minute mobile 100 free text free camcorder reply call 08000930705
0,whats coming hill monster! hope great day thing r going fine busy though!
0,joy father john john joy father u an th hav ltgt iq ti ia question try answer
0,ill obey
0,didnt search online let know
0,need go get it?
0,pic please resend
0,remains bro amongst bros
0,uhhhhrmm isnt tb test bad youre sick
0,haf enuff space got like 4 mb
1,life never much fun great came made truly special wont forget you! enjoy one gbpsms
1,want new video phone? 600 anytime network min 400 inclusive video call downloads 5 per week free deltomorrow call 08002888812 reply
1,valued customer pleased advise following recent review mob awarded £1500 bonus prize call 09066368470
1,welcome! please reply age gender begin eg 24m
1,freemsg 1month unlimited free calls! activate smartcall txt call 68866 subscriptn3gbpwk unlimited call help 08448714184 stop?txt stop landlineonly
1,mobile 10 mths? update latest orange cameravideo phone free save £s free textsweekend call text yes callback orno opt
1,new 2 club dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1minmobsmore lkpobox177hp51fl
0,true easier
0,sure since parent working tuesday dont really need cover story
0,haha okay today weekend leh
0,hi darlin youphone me? im athome youwanna chat
0,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
0,youve always brainy one
0,yeah get random dude need change info sheet party ltgt 7 never study safe
1,camera awarded sipix digital camera! call 09061221066 fromm landline delivery within 28 day
0,christmas occasion celebrated reflection ur value desire affectionsamp tradition ideal christmas
0,sending greeting joy happiness gr8 evening
0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free? katexxx
0,india win level series mean record
0,plan?
0,good hear
0,awesome deal gate? charles told last night uh yeah
0,time thinkin goin?
1,get free mobile video player free movie collect text go 89105 free! extra film ordered t c apply 18 yr
1,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend
0,board working fine issue overheating also reslove still software inst pending come around 8o clock
0,yes dont care cause know there!
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
0,sitting ard nothing lor u leh busy w work?
0,ltgt k oh send home sale
0,sorry mail?
0,ya telling abt tht incident
0,yes outside like 2 hour called whole family wake cause started 1
0,ugh got outta class
0,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur book masteriastering amplikater fidalfication? champlaxigating think atrocious wotz ur opinion???? junna
0,dont file bagi work called mei tell find anything room
0,need lar jus testing e phone card dunno network gd thk waiting 4 si 2 finish bathing bathe dun disturb u liao u cleaning ur room
0,ok ill right later
0,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8
0,lunch come quickly open door
1,heard u4 call night knickers make beg like u last time 01223585236 xx luv nikiyu4net
0,back bit long co accident a30 divert via wadebridgei brilliant weekend thanks speak soon lot love
0,k yan jiu liao sat go 4 bugis vill one frm 10 3 den hop parco 4 nb sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4
1,bloomberg message center 447797706009 wait? apply future httpcareers bloombergcom
0,seeking lady street freak sheet you?
0,phone
0,haha figure well found piece priscillas bowl
0,actually fuck whatever find excuse tampa point january though
1,urgent! trying contact u today draw show £800 prize guaranteed call 09050001808 land line claim m95 valid12hrs
0,yay! finally lol missed cinema trip last week
0,day working dayexcept saturday sunday
0,aathiwhere dear
0,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
0,think im waiting bus! inform get ever get
0,getting back time soon?
0,hows things? quick question
0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
0,probably come everybodys done around ltgt right?
0,got new year co yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended
0,ask around there lot term mids
0,sure check yahoo email sent photo yesterday
0,looking for?
0,wherres boytoy ?
1,want new video phone750 anytime network min 150 text five pound per week call 08000776320 reply delivery tomorrow
0,hello love! go day ? wish well fine babe hope find job prospect miss boytoy teasing kiss
0,tell bad character u dnt lik ill try change ltgt add tat 2 new year resolution waiting ur replybe frankgood morning
0,noi got rumour going buy apartment chennai
0,yeah probably earlier
0,change window logoff sound
0,still checked da
0,im also came room
0,huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale
0,ok
0,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free
0,cool text head
1,contacted dating service someone know! find call land line 09050000878 pobox45w2tg150p
1,wan2 win meetgreet westlife 4 u m8? currently tour? 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text
0,happy birthday may u find ur prince charming soon n dun work hard
0,oh grand bit party doesnt mention cover charge probably first come first served
0,said went back bed cant sleep anything
0,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
1,dorothykiefercom bank granite issue strongbuy explosive pick member 300 nasdaq symbol cdgt $500 per
0,say ltgt year old man money im last ltgt still waiting check
0,come ur home
0,free day finish 6 mon n thurs
0,food
0,life alle moneeppolum oru pole allalo
0,nite
0,two fundamental cool life walk like king! walk like dont carewhoever king! gud nyt
0,camera quite good 101mega pixel 3optical 5digital doom lovely holiday safe hope hav good journey! happy new year both! see couple weeks!
0,hi petey!noim ok wanted 2 chat coz avent spoken 2 u 4 long timehope ur doin alritehave good nit j love ya amx
0,saw ron burgundy captaining party boat yeah
0,im serious money base
0,already one guy loving
0,staff placement training amrita college
0,always chat fact need money raise me?
0,im job profile seems like bpo
0,well give co said didnt one nighters persevered found one cheap apologise advance somewhere sleep isnt it?
0,think actually talk him? call bos morning? went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
0,willing go apps class
0,hanging brother family
0,reach 9 telling dont know
0,hey going quit soon? xuhui working till end month
0,im sorry bout last nite wasnt ur fault spouse pmt sumthin! u 4give me? think u shldxxxx
0,try neva mate!!
0,yeah thatd pretty much best case scenario
0,free today haf 2 pick parent tonite
0,hey babe! far 2 spunout 2 spk da mo dead 2 da wrld sleeping da sofa day cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9! j x
0,send naughty pix?
1,£1000 winner guaranteed caller prize final attempt contact you! claim call 09071517866 now! 150ppmpobox10183bhamb64xe
1,xmas new year eve ticket sale club day 10am till 8pm thurs fri sat night week theyre selling fast!
0,tyler getting 8th leave long 9 get like hour?
0,prepare pounded every night
0,actually mobile full msg work online need send ltgt sent msg wil explain u later
0,sorry ill call later
0,good evening! you?
0,im home please call
0,oic co n si got lunch today dad went dunno whether 2 eat sch wat
0,mmmmm sooooo good wake word morning love!! mmmm fuck love lion devouring kiss across sea
0,pleased inform application airtel broadband processed successfully installation happen within 3 day
0,happen dear silent tensed
0,ill get 3 unless guy want come time sooner
0,coughing nothing
0,come lt 25 n pas lar
0,im e person who e sm survey
0,lol ok ill try send warned sprint dead slow youll prolly get tomorrow
0,thank meet monday
0,th gower mate am!?! r u man? good wale ill b back morrow c u wk? msg 4? random!
1,rock yr chik get 100 filthy film xxx pic yr phone rply filth 69669 saristar ltd e14 9yt 08701752560 450p per 5 day stop2 cancel
0,single line big meaning miss anything 4 ur best life dont miss ur best life anything gud nyt
0,got like $ ltgt get later though get whatever feel like
0,dad wanted talk apartment got late start omw
0,love
0,lol u still feeling sick?
0,din tell u jus 420
0,eye philosophy
1,next month get upto 50 call 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost £150 min mobcudb
0,ok lor im town lei
0,alreadysabarish asked go
0,da vijay going talk jaya tv
1,urgent! trying contact u today draw show £800 prize guaranteed call 09050000460 land line claim j89 po box245c2150pm
0,lol know! hey someone great inpersonation flea forum love it!
1,text banneduk 89555 see! cost 150p textoperator g696ga 18 xxx
0,still chance search hard get itlet try
1,auction round 4 highest bid £54 next maximum bid £71 bid send bid e g 10 bid £10 83383 good luck
0,always celebrate ny family ?
0,know taj mahal symbol love lesser known fact 1 mumtaz shahjahans 4th wife 7 wife 2 shahjahan killed mumtazs husband marry 3 mumtaz died ltgt th delivery 4 married mumtazs sister question arises hell love? great hari
0,okcome home vl nice meet v chat
1,collect valentine weekend paris inc flight hotel £200 prize guaranteed! text paris 69101 wwwrtfsphostingcom
0,sent de webadres geting salary slip
0,shes fine sends greeting
1,customer loyalty offerthe new nokia6650 mobile £10 txtauction! txt word start 81151 get now! 4tctxt tc 150pmtmsg
0,dint touch
0,yup leaving right back soon
1,wont believe true incredible txts! reply g learn truly amazing thing blow mind o2fwd 18ptxt
0,yeah sure ill leave min
0,one teach ship car
0,sign maturity start saying big thing actually start understanding small thing nice evening bslvyl
0,yeah confirmed staying weekend
0,said dun haf passport smth like dat juz send email account
0,multiply number independently count decimal point division push decimal place like showed
0,lovely night wake see message hope smile knowing great morning
0,ard 4 lor
0,right meanwhile hows project twin comin
0,sent maga money yesterday oh
1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile £10 txtauction!txt wordstart no81151 get now!4t
0,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
1,hot n horny willing live local text reply hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 reply stop end
0,ride equally uneventful many pesky cyclist around time night
0,wereare free give otherwise nalla adi entey nattil kittum
0,ive sent wife text buy shell tell relax go get wkend
